time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
6715.943039	16.633364	4.708887	3.532335	203
6717.008171	17.373344	4.690618	3.703850	204
6718.051070	17.979361	4.734706	3.797355	205
6719.120015	16.703070	4.727499	3.533173	206
6720.162680	17.298752	4.706259	3.675691	207
6721.228213	17.856901	4.714815	3.787402	208
6722.272584	17.897675	4.716496	3.794697	209
6723.337960	17.551003	4.732318	3.708754	210
6724.386044	17.842113	4.728469	3.773338	211
6725.443201	18.632200	4.718465	3.948785	212
6726.509170	18.088264	4.721468	3.831068	213
6727.549847	18.536900	4.728336	3.920385	214
6728.613262	17.656113	4.729756	3.732986	215
6729.658743	19.221815	4.714256	4.077381	216
6730.725054	18.123447	4.686264	3.867356	217
6731.766891	19.354313	4.701350	4.116757	218
6732.833972	17.139700	4.695898	3.649930	219
6733.880594	19.557327	4.691502	4.168671	220
6734.939067	18.834105	4.736034	3.976768	221
6735.996062	19.750755	4.713633	4.190135	222
6737.043886	18.806383	4.712438	3.990797	223
6738.110243	19.012461	4.694060	4.050323	224
6739.152519	19.414021	4.705465	4.125845	225
6740.222408	19.531744	4.708947	4.147795	226
6741.262076	19.352816	4.707906	4.110706	227
6742.328577	19.308964	4.722722	4.088525	228
6743.375710	20.020369	4.697549	4.261875	229
6744.434688	20.329254	4.722610	4.304665	230
6745.490704	19.663633	4.719466	4.166495	231
6746.550340	19.868967	4.722693	4.207126	232
6747.604954	19.627466	4.724392	4.154496	233
6748.649243	21.042528	4.714405	4.463454	234
6749.714275	19.353970	4.731206	4.090706	235
6750.757863	21.118864	4.708755	4.485022	236
6751.826769	19.889404	4.727085	4.207541	237
6752.869579	21.294554	4.720816	4.510779	238
6753.934559	20.082781	4.683895	4.287624	239
6754.978956	21.262779	4.721415	4.503476	240
6756.047488	20.097420	4.723063	4.255167	241
6757.088188	22.264883	4.712046	4.725099	242
6758.165580	20.548735	4.720210	4.353352	243
6759.198817	21.752119	4.717529	4.610913	244
6760.267077	20.748898	4.725901	4.390464	245
6761.310213	22.423109	4.734191	4.736418	246
6762.373571	21.226152	4.703207	4.513123	247
6763.423064	22.155775	4.723525	4.690518	248
6764.491861	21.591175	4.700533	4.593347	249
6765.535821	22.232618	4.723961	4.706351	250
6766.587176	22.103910	4.689619	4.713371	251
6767.649407	21.518589	4.711452	4.567295	252
6768.695013	22.154463	4.737007	4.676890	253
6769.763834	22.541174	4.708936	4.786893	254
6770.803701	22.627645	4.693229	4.821339	255
6771.873079	22.206360	4.701823	4.722925	0
6772.915534	22.310831	4.710524	4.736381	1
6773.981171	22.890938	4.682582	4.888529	2
6775.028805	21.959818	4.720538	4.651973	3
6776.085941	23.563015	4.687716	5.026546	4
6777.143119	21.665066	4.685781	4.623577	5
6778.193235	23.812979	4.715508	5.049929	6
6779.257401	22.434351	4.719009	4.754038	7
6780.301792	24.399214	4.740093	5.147413	8
6781.367955	22.138523	4.698254	4.712075	9
6782.413078	23.980032	4.682251	5.121475	10
6783.477038	23.244829	4.728111	4.916304	11
6784.523603	24.012096	4.726792	5.079998	12
6785.584814	23.266230	4.712373	4.937264	13
6786.635675	23.818789	4.709765	5.057320	14
6787.692789	23.730528	4.729171	5.017904	15
6788.747778	23.686916	4.720778	5.017588	16
6789.803212	23.887033	4.735078	5.044697	17
6790.857494	23.833313	4.696325	5.074886	18
6791.912041	23.884644	4.714604	5.066098	19
6792.967129	24.346992	4.727627	5.149940	20
6794.023275	24.115740	4.714993	5.114693	21
6795.077549	24.329933	4.694862	5.182246	22
6796.132844	24.235209	4.733755	5.119658	23
6797.187695	24.759140	4.694310	5.274287	24
6798.244479	24.570211	4.712409	5.213939	25
6799.296209	25.189253	4.714968	5.342402	26
6800.356326	24.283068	4.724426	5.139898	27
6801.405954	25.432636	4.732616	5.373907	28
6802.478174	24.591663	4.721682	5.208243	29
6803.513597	25.964231	4.721658	5.498965	30
6804.578345	24.516499	4.735246	5.177450	31
6805.625988	25.715036	4.720599	5.447410	32
6806.687373	24.459724	4.719626	5.182556	33
6807.737386	26.447063	4.725792	5.596324	34
6808.794554	24.700253	4.732886	5.218856	35
6809.850704	26.330517	4.717539	5.581410	36
6810.901661	25.322868	4.742830	5.339190	37
6811.963134	26.192160	4.716774	5.552982	38
6813.009308	24.972319	4.684895	5.330391	39
6814.075548	25.651871	4.728084	5.425426	40
6815.118254	25.793537	4.718466	5.466509	41
6816.186535	26.107349	4.724730	5.525681	42
6817.228613	25.889906	4.693717	5.515864	43
